@RELATION svmTaps
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {enter,a,NOISE,space,q}

@DATA
0.191390,0.057725,3.263758,0.301215,0.260574,1.476567,0.001435,0.393296,-21.496113,1.239428,-0.638097,-0.059509,0.124176,-0.276326,0.068106,0.076395,-0.116428,-0.170631,0.003814,0.260143,0.208075,0.009017,0.002611,0.022855,0.016651,0.026742,0.016968,0.015268,0.005025,0.003909,0.005825,0.005112,0.003558,0.011588,0.030526,0.012209,0.031839,0.018665,0.004883,0.301889,0.000530,0.094464,0.300745,0.134705,0.169118,0.336783,0.242352,0.277084,0.150067,0.262359,0.181966,0.223336,0.189302,0.243627,0.219650,0.005831,0.001989,0.014653,0.012227,0.020534,0.012412,0.007746,0.003087,0.002376,0.003328,0.002031,0.003013,0.004043,NOISE
0.193472,0.027159,3.259423,0.294288,0.252179,1.645069,0.001238,0.371517,-22.583809,1.472833,-0.451469,-0.172904,0.223920,0.003315,0.071971,0.053646,0.011086,0.086644,0.062414,0.024902,0.286730,0.004908,0.004171,0.020165,0.013499,0.021042,0.014076,0.020957,0.002026,0.005755,0.013354,0.018159,0.003244,0.012383,0.031289,0.011984,0.028127,0.013438,0.015703,0.370570,0.000514,0.088352,0.254156,0.247579,0.175559,0.221377,0.206259,0.108126,0.213398,0.213436,0.174265,0.206244,0.136297,0.158981,0.122887,0.002640,0.006411,0.012773,0.019953,0.016540,0.016557,0.013030,0.001767,0.003502,0.015969,0.009123,0.001712,0.005430,NOISE
0.265106,0.027998,3.297891,0.309102,0.212730,2.499629,0.000822,0.436159,-23.694330,-0.225466,0.579859,0.544174,-0.157453,-0.180378,0.113380,-0.420543,0.177450,-0.085374,0.035298,0.312786,0.096020,0.002220,0.002064,0.005712,0.002262,0.006844,0.002164,0.006609,0.001300,0.002110,0.002619,0.006739,0.003235,0.002877,0.019015,0.005215,0.011710,0.011746,0.002991,0.085399,0.000232,0.028824,0.182030,0.164471,0.191459,0.119334,0.134283,0.116463,0.137444,0.139802,0.145794,0.092412,0.173736,0.135961,0.125557,0.001229,0.001215,0.001929,0.000716,0.004128,0.000895,0.003887,0.000599,0.000960,0.001417,0.004376,0.001838,0.000987,NOISE
0.233613,0.051586,3.298041,0.290045,0.215675,2.324478,0.000829,0.400822,-22.470304,-0.254648,0.440590,0.503894,-0.119940,-0.051508,0.130907,-0.309592,0.246627,-0.048532,-0.065724,0.213867,0.107444,0.002257,0.002614,0.004157,0.002517,0.013715,0.002318,0.007307,0.001988,0.002152,0.003458,0.005566,0.001751,0.003991,0.012184,0.008646,0.007970,0.008163,0.003280,0.102321,0.000254,0.023064,0.243119,0.196073,0.178611,0.178685,0.186306,0.160804,0.170583,0.125977,0.132050,0.111392,0.084018,0.139149,0.155929,0.001042,0.001509,0.001598,0.001198,0.007175,0.001443,0.003429,0.000925,0.000939,0.001566,0.004869,0.000667,0.001746,NOISE
0.097977,0.021852,2.936190,0.217178,0.253014,0.580778,0.004675,0.101900,-24.962919,2.252064,0.492896,0.169748,-0.358924,-0.197529,-0.118372,-0.051683,0.015659,0.139784,-0.127380,0.319982,0.077456,0.010170,0.002602,0.019111,0.011669,0.044565,0.017207,0.052710,0.001484,0.012891,0.024290,0.014619,0.004893,0.024391,0.053053,0.027356,0.357273,0.064501,0.034192,0.489912,0.002666,0.134713,1.797517,0.489669,0.517683,0.211569,0.245033,0.463748,0.274973,0.249333,0.216231,0.254094,0.195721,0.221634,0.140865,0.013272,0.002891,0.018697,0.012358,0.047782,0.021115,0.036372,0.001433,0.013001,0.023670,0.012227,0.005514,0.009950,NOISE
0.147619,0.001514,2.793825,0.295291,0.278262,1.162449,0.002142,0.256059,-29.966813,1.218245,0.153042,0.223749,0.097448,0.030266,0.128204,0.143527,0.146589,0.119032,0.005284,0.075143,0.015005,0.010331,0.003346,0.049264,0.004102,0.032319,0.004569,0.078168,0.002149,0.001926,0.008731,0.019402,0.004015,0.025708,0.038436,0.003808,0.426858,0.061522,0.039395,0.356733,0.000956,0.162834,3.049706,0.572430,0.521198,0.379786,0.270393,0.195426,0.205456,0.204649,0.153279,0.140782,0.121816,0.186865,0.144736,0.008412,0.002818,0.030438,0.003041,0.020945,0.002453,0.051876,0.002111,0.001058,0.005425,0.013289,0.003662,0.013545,NOISE
0.157441,0.061318,3.089553,0.327143,0.301646,1.021082,0.002443,0.231397,-22.278444,1.751646,0.364211,0.399395,0.177442,-0.086204,0.031501,0.050274,0.023107,0.098826,-0.034428,-0.083557,-0.016127,0.015998,0.001643,0.062779,0.004712,0.043465,0.003030,0.105814,0.000811,0.002405,0.006136,0.020990,0.002241,0.037681,0.028526,0.015543,0.114832,0.012239,0.008570,0.272207,0.001869,0.107614,0.305339,0.183676,0.205471,0.173739,0.168956,0.209922,0.170387,0.162342,0.127815,0.144750,0.122472,0.150464,0.153571,0.011757,0.001778,0.048975,0.003349,0.029430,0.001589,0.058988,0.000597,0.001365,0.003188,0.013643,0.001340,0.011790,NOISE
0.072515,0.023301,3.078857,0.192925,0.240411,0.403899,0.007037,0.074784,-25.809062,2.025373,-0.152828,0.604195,-0.730164,-0.177516,0.035714,-0.015253,-0.147328,0.227494,-0.120002,-0.117125,-0.098045,0.040004,0.003732,0.027165,0.015333,0.025571,0.006301,0.042450,0.002491,0.007284,0.021654,0.023631,0.012390,0.029206,0.044406,0.028638,0.202655,0.069718,0.049670,0.292014,0.006739,0.062455,2.482845,0.364548,0.496267,0.197041,0.637930,0.361852,0.508788,0.236428,0.236052,0.272165,0.327460,0.359515,0.226311,0.048415,0.004003,0.020099,0.024135,0.032903,0.007953,0.047811,0.002643,0.014547,0.040422,0.028836,0.017875,0.010812,NOISE
0.104756,0.009610,3.064186,0.225703,0.258458,0.649890,0.003079,0.110708,-25.385919,1.461467,-0.117100,0.664385,-0.466410,0.150176,0.045056,-0.047751,0.074343,0.095968,-0.304582,-0.012017,0.038190,0.010139,0.006797,0.019426,0.008457,0.037115,0.017010,0.068624,0.002355,0.006639,0.006890,0.009774,0.005218,0.023502,0.039286,0.014815,0.242665,0.062100,0.038437,0.249874,0.001239,0.050838,2.200670,0.393009,0.308240,0.249244,0.422593,0.293906,0.235309,0.234063,0.359479,0.218224,0.211226,0.186456,0.157976,0.009147,0.007017,0.015099,0.007135,0.023640,0.023662,0.065317,0.001974,0.007991,0.004907,0.008117,0.005357,0.015861,NOISE
0.167450,0.056765,3.059831,0.337675,0.309200,1.005837,0.001646,0.249173,-22.379900,1.830934,0.438506,0.426673,0.115708,-0.066713,0.006353,0.169775,0.090561,0.067957,-0.057616,-0.043104,0.051443,0.010573,0.001658,0.056315,0.006854,0.040661,0.004648,0.130107,0.000638,0.002360,0.006460,0.017426,0.003351,0.040384,0.028653,0.015994,0.213644,0.009375,0.001601,0.244700,0.000615,0.149343,0.170030,0.147964,0.130149,0.149426,0.124500,0.126243,0.191041,0.147950,0.146307,0.138904,0.140404,0.124852,0.098524,0.007917,0.001140,0.035795,0.006352,0.027592,0.004643,0.064483,0.000288,0.001572,0.004311,0.011972,0.003176,0.014260,NOISE
0.038593,0.056335,3.227095,0.136131,0.197074,0.211003,0.002686,0.047614,-22.832976,2.104332,-0.461112,-0.195365,-1.022471,-0.736048,0.035399,-0.168654,0.029888,0.112123,0.075053,-0.052997,-0.216006,0.005587,0.003711,0.013705,0.031352,0.006474,0.003079,0.004073,0.003583,0.003523,0.071669,0.057104,0.008069,0.026667,0.023093,0.049758,0.061149,0.032490,0.024961,0.232535,0.001632,0.033149,0.618178,0.522643,0.297950,0.203026,0.230169,0.212212,0.174401,0.123929,0.232513,0.173456,0.180201,0.170284,0.197914,0.004093,0.004689,0.012430,0.022360,0.006370,0.002019,0.001762,0.002562,0.001944,0.029323,0.037816,0.003996,0.006553,NOISE
0.066350,0.083642,3.115153,0.163926,0.219696,0.169832,0.032139,0.061920,-26.813674,0.545802,-1.560166,1.137477,0.280145,-0.635327,0.190757,0.425406,-0.264722,-0.157591,0.322665,0.073587,-0.233374,0.003317,0.001712,0.007144,0.050561,0.039230,0.002407,0.010525,0.001284,0.001308,0.001790,0.006800,0.001015,0.022988,0.033148,0.119123,0.194963,0.059985,0.045856,0.267585,0.041825,0.037744,2.252359,0.828496,0.574315,0.332849,0.222084,0.339639,0.241264,0.264169,0.217155,0.217711,0.225020,0.158694,0.115235,0.006098,0.002611,0.009195,0.070920,0.055356,0.002723,0.015775,0.002283,0.002285,0.003281,0.013561,0.001463,0.019977,NOISE
0.020497,0.050798,3.275469,0.095754,0.175141,0.050938,0.003023,0.025248,-23.476979,2.884450,-0.501726,0.159662,-1.131450,-0.734626,-0.130386,-0.068442,0.150570,0.420801,0.105779,0.288782,-0.098372,0.006681,0.001570,0.006799,0.011674,0.006514,0.002833,0.004920,0.001189,0.005079,0.085706,0.086116,0.010296,0.031301,0.005380,0.016890,0.028392,0.021880,0.025076,0.045394,0.002409,0.015579,0.759177,0.647804,0.315011,0.249185,0.199063,0.120241,0.252040,0.142936,0.158675,0.190768,0.347000,0.164906,0.129060,0.008698,0.000614,0.003685,0.009519,0.006037,0.001353,0.001125,0.000719,0.001875,0.020927,0.025334,0.001836,0.005340,NOISE
0.134114,0.010847,3.096785,0.229540,0.231435,1.275485,0.002010,0.185705,-24.873549,0.712399,0.135727,0.024465,-0.166928,-0.075306,0.021410,-0.091624,-0.041390,-0.071645,0.280950,0.025450,0.245837,0.005363,0.002127,0.023712,0.007089,0.027913,0.004851,0.027120,0.001813,0.009709,0.006929,0.007890,0.002413,0.011526,0.022813,0.017789,0.140525,0.039947,0.042002,0.311301,0.001089,0.043189,1.814919,0.808346,0.219971,0.244166,0.250971,0.247292,0.161545,0.185802,0.195929,0.174973,0.273547,0.239783,0.191032,0.003522,0.001370,0.019274,0.004883,0.025009,0.003461,0.023172,0.000830,0.006051,0.004652,0.004731,0.001262,0.007945,NOISE
0.195207,0.049558,3.255698,0.306105,0.261522,1.564346,0.001159,0.409683,-21.688355,1.565667,-0.650099,-0.308357,0.182563,0.020281,0.057334,0.054477,-0.214853,-0.220733,0.146681,0.474994,0.093382,0.003668,0.002640,0.020840,0.014786,0.020506,0.018819,0.021845,0.005493,0.007357,0.004169,0.008359,0.003095,0.011105,0.023113,0.008710,0.026225,0.009032,0.003263,0.215697,0.000432,0.045986,0.160674,0.250173,0.185278,0.190137,0.166386,0.188476,0.134312,0.249292,0.177043,0.153037,0.161468,0.169386,0.169634,0.001831,0.001111,0.014649,0.010782,0.011931,0.014874,0.011949,0.005583,0.004412,0.001493,0.003762,0.002123,0.002296,NOISE
0.171053,0.041551,3.258762,0.243354,0.237693,1.717432,0.001576,0.279225,-21.905824,1.154461,-0.151415,-0.374347,0.136475,0.051380,0.168673,-0.064259,0.212237,-0.190775,0.078833,0.071771,0.238461,0.006372,0.002942,0.021885,0.010588,0.017895,0.006566,0.011089,0.002561,0.004408,0.009341,0.027490,0.003385,0.010462,0.024346,0.012473,0.065511,0.007517,0.013800,0.272086,0.000473,0.050518,0.324108,0.280757,0.170313,0.219147,0.127470,0.162698,0.171690,0.146071,0.219947,0.201352,0.150605,0.176978,0.164544,0.004884,0.001950,0.013939,0.005423,0.011753,0.004121,0.007117,0.001895,0.002576,0.004759,0.020122,0.003661,0.004543,NOISE
0.125734,0.034830,3.247679,0.230091,0.242419,1.098066,0.001834,0.194086,-22.220324,1.485147,-0.433293,-0.211707,0.249908,0.216123,0.037406,-0.133639,0.094341,0.009163,0.105088,0.007960,0.070301,0.010488,0.002887,0.029158,0.010111,0.019472,0.007367,0.020430,0.015754,0.008623,0.008583,0.015185,0.003381,0.012806,0.041319,0.027151,0.052494,0.018701,0.010379,0.441610,0.000796,0.093177,0.272828,0.378248,0.361903,0.188823,0.145140,0.169518,0.196065,0.256634,0.169048,0.133227,0.207394,0.135533,0.149556,0.006967,0.001132,0.039694,0.006995,0.011761,0.006079,0.008247,0.022551,0.008607,0.006966,0.008359,0.002580,0.009649,NOISE
0.202600,0.034272,3.227715,0.291654,0.249937,1.750114,0.001212,0.388598,-22.069107,1.543744,-0.251505,-0.254347,0.093263,0.064178,0.185335,-0.085715,-0.065533,-0.039980,0.025869,0.145984,0.228922,0.006430,0.003978,0.024299,0.009278,0.021299,0.016721,0.021609,0.005769,0.004858,0.008020,0.008180,0.003657,0.010404,0.021295,0.012558,0.079803,0.010619,0.013596,0.305661,0.000418,0.036583,0.339515,0.315057,0.211660,0.183303,0.261959,0.199016,0.156295,0.227175,0.167869,0.131619,0.159555,0.150462,0.136729,0.003241,0.001937,0.015636,0.006972,0.013084,0.016976,0.009676,0.004119,0.003538,0.006777,0.004179,0.002524,0.004188,NOISE
0.204148,0.044144,3.238159,0.293060,0.247122,1.767320,0.001151,0.386570,-21.808058,1.351852,-0.355350,-0.270256,0.045198,0.103328,0.234480,0.076105,-0.080721,-0.205356,0.088761,0.152251,0.116460,0.004741,0.003011,0.018516,0.015723,0.028565,0.012643,0.015989,0.002948,0.003567,0.007413,0.007802,0.003198,0.010808,0.024813,0.011106,0.045714,0.012151,0.011672,0.319563,0.000470,0.058578,0.366855,0.196099,0.205884,0.208147,0.169056,0.236506,0.197836,0.223474,0.164199,0.177122,0.166210,0.144857,0.125143,0.002753,0.002163,0.009506,0.011309,0.021849,0.011684,0.006503,0.003490,0.002114,0.004422,0.005757,0.001887,0.004513,NOISE
0.119328,0.000700,2.957061,0.238573,0.248106,0.848334,0.003582,0.168784,-30.746794,1.286429,0.168094,0.097902,-0.458013,0.050714,-0.050663,-0.116549,0.232444,0.084378,0.041741,0.237394,0.050643,0.018186,0.003588,0.011913,0.004673,0.037378,0.020337,0.043706,0.001365,0.008293,0.009895,0.009217,0.009563,0.019439,0.049565,0.001539,0.606164,0.074361,0.053053,0.421905,0.003781,0.098890,2.923451,0.829912,0.395682,0.369781,0.471217,0.313112,0.320398,0.275340,0.184695,0.203314,0.180500,0.185148,0.181362,0.029601,0.002633,0.008117,0.003639,0.027570,0.027679,0.037783,0.001097,0.007931,0.007963,0.007038,0.010162,0.010346,NOISE
0.219387,0.068294,3.271761,0.322823,0.270837,1.729183,0.000998,0.487669,-21.084727,1.688209,-0.308498,-0.104773,0.316777,-0.062498,-0.113593,-0.054058,-0.080968,0.009031,0.044991,0.110437,0.130506,0.007801,0.004459,0.017572,0.006264,0.032398,0.008389,0.039158,0.002381,0.007770,0.011110,0.012444,0.004464,0.013473,0.016950,0.008071,0.018898,0.008018,0.003234,0.144258,0.000363,0.040956,0.138371,0.108996,0.126657,0.130960,0.167501,0.080080,0.161629,0.126551,0.139534,0.140007,0.180757,0.174313,0.161877,0.005162,0.003121,0.010424,0.003211,0.015921,0.007619,0.017910,0.001386,0.006096,0.006071,0.006799,0.002854,0.003889,NOISE
0.188241,0.043402,3.247818,0.305561,0.265695,1.464686,0.001371,0.406053,-21.929463,1.403802,-0.550648,-0.014092,0.157643,-0.007067,-0.100649,0.053456,-0.020558,-0.188002,0.199750,0.427579,0.203170,0.006068,0.003140,0.016914,0.015265,0.027142,0.025686,0.023409,0.002061,0.007202,0.006614,0.010805,0.004039,0.013201,0.028633,0.016349,0.037752,0.017104,0.004250,0.252078,0.000621,0.088607,0.428685,0.279236,0.226987,0.314478,0.163947,0.283768,0.196884,0.178112,0.169761,0.182177,0.210405,0.182244,0.163112,0.002827,0.001723,0.011856,0.016978,0.017439,0.020158,0.012419,0.001564,0.005594,0.003732,0.006002,0.003716,0.003804,NOISE
0.130618,0.036861,3.260348,0.236381,0.247579,1.269799,0.001982,0.217999,-21.979694,1.207438,-0.434330,-0.182296,0.206360,-0.109587,0.109431,-0.228531,0.194900,-0.012106,0.091101,0.172233,0.255608,0.009395,0.006563,0.013041,0.003482,0.021684,0.015981,0.026028,0.006777,0.006907,0.004332,0.013333,0.005034,0.011079,0.019467,0.012090,0.047760,0.009068,0.012429,0.264763,0.000875,0.059809,0.342499,0.324564,0.241954,0.227085,0.162087,0.227976,0.234033,0.197690,0.225040,0.213106,0.145847,0.173445,0.208511,0.005928,0.003938,0.009178,0.001676,0.015586,0.015367,0.017257,0.013386,0.005308,0.001715,0.008072,0.003536,0.004186,NOISE
0.162192,0.009881,3.209424,0.241624,0.234226,1.368241,0.001672,0.247144,-23.891868,1.208507,-0.411787,-0.108515,-0.083485,-0.082128,-0.039154,-0.059474,0.252807,-0.053776,-0.057326,-0.031452,0.104831,0.007389,0.014378,0.016636,0.008223,0.020913,0.005577,0.015285,0.002702,0.004268,0.009232,0.008022,0.009883,0.009833,0.050735,0.004544,0.135045,0.018075,0.020147,0.309169,0.000671,0.070453,0.475350,0.447669,0.182521,0.350647,0.203687,0.231379,0.138093,0.211473,0.170993,0.170403,0.179879,0.162695,0.206162,0.003617,0.022908,0.013071,0.007262,0.014008,0.003638,0.011409,0.001995,0.003200,0.004490,0.005149,0.010188,0.004911,NOISE
0.133928,0.019043,3.014239,0.233104,0.242642,1.044740,0.005416,0.184691,-25.502403,1.383005,0.317328,-0.092759,-0.281577,-0.094193,-0.065623,-0.071682,0.070573,0.087108,0.095361,0.167038,-0.042806,0.011845,0.002599,0.013165,0.006231,0.030445,0.012400,0.031128,0.002373,0.008108,0.026113,0.014539,0.007222,0.017341,0.063860,0.025842,0.370436,0.071613,0.045687,0.657386,0.007689,0.143485,2.394322,1.050178,0.529503,0.374433,0.187353,0.294143,0.307724,0.312519,0.159245,0.183330,0.151992,0.263703,0.207838,0.019570,0.001357,0.007177,0.004411,0.026452,0.024899,0.029078,0.002365,0.015684,0.036000,0.014427,0.008525,0.011408,NOISE
0.243595,0.050005,3.281885,0.310566,0.237632,2.250668,0.000883,0.474698,-21.772814,0.862389,-0.268495,-0.174811,0.015040,0.112132,0.225184,0.177025,-0.055080,0.012135,0.010061,0.170106,0.328751,0.003601,0.001734,0.031222,0.009166,0.009055,0.008276,0.010534,0.002564,0.002952,0.003937,0.008678,0.002627,0.008775,0.027767,0.015269,0.027460,0.015281,0.005009,0.285000,0.000289,0.045059,0.544311,0.340711,0.180542,0.198358,0.157121,0.188622,0.183380,0.165210,0.240838,0.202989,0.140143,0.138605,0.157763,0.001499,0.000902,0.014558,0.005069,0.006817,0.006955,0.006093,0.001507,0.001751,0.001331,0.007720,0.001771,0.003755,NOISE
0.249093,0.043870,3.280626,0.337445,0.267106,2.052820,0.000906,0.542063,-21.753118,1.534759,-0.248516,-0.156288,0.309766,-0.014432,-0.047751,0.029748,-0.015202,0.044620,0.099482,0.088839,0.095425,0.005800,0.003402,0.019185,0.006718,0.029698,0.006947,0.025458,0.003581,0.007257,0.010420,0.012613,0.004577,0.010517,0.026700,0.006510,0.015491,0.013485,0.003701,0.212242,0.000264,0.040815,0.174856,0.121653,0.132620,0.153394,0.158551,0.143121,0.153074,0.100439,0.155720,0.136875,0.160038,0.163592,0.180349,0.003103,0.002806,0.010594,0.004027,0.014626,0.006039,0.010050,0.002573,0.005037,0.004858,0.004842,0.003232,0.002868,NOISE
0.188694,0.016354,3.217333,0.291947,0.256299,1.474878,0.001432,0.354863,-23.501481,1.664571,-0.500312,-0.274434,0.003949,-0.003670,0.085034,-0.041607,-0.137642,-0.080476,0.099223,0.237867,0.177241,0.007565,0.004204,0.009775,0.012973,0.026319,0.010218,0.021338,0.003759,0.008865,0.010549,0.016051,0.006427,0.010303,0.034829,0.017560,0.137029,0.029611,0.006031,0.400185,0.000708,0.123348,0.910465,0.290055,0.153226,0.168898,0.232919,0.235604,0.177987,0.154355,0.146127,0.243154,0.184917,0.199607,0.119594,0.007462,0.004588,0.003697,0.006324,0.015936,0.006075,0.016670,0.002154,0.006536,0.012413,0.009063,0.007242,0.003830,NOISE
0.279545,0.001369,3.189285,0.331823,0.239799,2.451173,0.000793,0.527757,-27.652604,0.712816,-0.337597,-0.147026,0.209004,-0.190767,-0.187531,-0.024713,0.164644,0.061973,0.106056,-0.019580,0.016802,0.006088,0.002474,0.008748,0.005024,0.014596,0.005974,0.009108,0.001883,0.003013,0.005165,0.021585,0.005911,0.007619,0.027509,0.002555,0.306146,0.022032,0.013061,0.181331,0.000250,0.060891,0.890285,0.535652,0.123319,0.199789,0.127346,0.162388,0.190681,0.163552,0.181207,0.140138,0.152101,0.127278,0.126313,0.002802,0.001873,0.007956,0.003860,0.011373,0.005031,0.004574,0.000797,0.001400,0.003131,0.019265,0.002540,0.004808,NOISE
0.153518,0.064028,3.037570,0.333679,0.310345,0.876893,0.002216,0.176737,-22.369716,1.889789,0.359116,0.378361,0.130880,-0.025727,0.058495,0.221510,0.122356,0.060039,-0.036780,-0.041114,-0.015917,0.010740,0.001756,0.060215,0.004327,0.041642,0.004384,0.133160,0.000617,0.001923,0.007117,0.019407,0.002377,0.043850,0.039123,0.019134,0.130233,0.009726,0.001389,0.220920,0.001085,0.130007,0.150813,0.156526,0.115170,0.122246,0.116667,0.181862,0.143427,0.182960,0.102308,0.103541,0.157294,0.132296,0.144511,0.005578,0.001016,0.038769,0.005551,0.033834,0.004520,0.081798,0.000380,0.001403,0.004127,0.018077,0.001766,0.016277,NOISE
0.262704,0.057760,3.300927,0.311121,0.216805,2.509210,0.000750,0.439789,-22.486566,-0.079856,0.616766,0.371121,-0.118960,-0.049187,0.012122,-0.295298,0.237076,-0.045363,-0.009975,0.171003,0.108391,0.002509,0.002786,0.004952,0.002680,0.008511,0.002892,0.005751,0.000887,0.002512,0.002737,0.003998,0.002096,0.002525,0.020498,0.009431,0.010997,0.009185,0.001642,0.090907,0.000199,0.018636,0.196450,0.225535,0.188134,0.130538,0.160935,0.158031,0.128156,0.179120,0.206675,0.102193,0.146107,0.140913,0.152686,0.001039,0.001389,0.001629,0.000692,0.005424,0.002050,0.002182,0.000465,0.001835,0.000999,0.001574,0.001081,0.001219,NOISE
0.268829,0.017731,3.195014,0.343505,0.241384,2.331964,0.001346,0.474592,-25.978100,0.156899,-0.124705,-0.518573,-0.011103,-0.014475,0.275944,-0.213184,0.100483,0.181764,0.104486,0.079970,0.132408,0.002354,0.001994,0.011225,0.003600,0.009860,0.006296,0.029785,0.003116,0.002386,0.003510,0.006213,0.001214,0.008668,0.078771,0.010405,0.135900,0.019593,0.034050,0.773017,0.001411,0.162228,2.972827,0.991121,0.401477,0.275277,0.159631,0.098276,0.185774,0.170877,0.201680,0.284133,0.134865,0.194959,0.165666,0.001141,0.001398,0.016761,0.003488,0.012712,0.008835,0.047872,0.001946,0.001006,0.001560,0.002876,0.000261,0.012516,space
0.115018,0.003954,2.078900,0.293939,0.230103,1.570008,0.002169,0.340744,-29.160275,0.077136,0.455709,0.800422,-0.050321,-0.280544,-0.042791,-0.237876,0.180026,0.304375,0.003187,0.018001,-0.145345,0.002849,0.001790,0.006994,0.001203,0.067681,0.002298,0.012157,0.001671,0.001681,0.003390,0.005683,0.001390,0.019193,0.063305,0.006259,1.029819,0.024500,0.021789,0.537838,0.002032,0.166347,3.581556,0.667555,0.060447,0.344907,0.260630,0.069346,0.204208,0.191337,0.103011,0.209795,0.209264,0.202969,0.075410,0.001672,0.001853,0.004365,0.000913,0.052409,0.001436,0.009211,0.001307,0.001017,0.002221,0.003244,0.000776,0.013555,space
0.083938,0.011516,2.968227,0.210653,0.230130,0.865606,0.003149,0.144964,-24.176967,1.176255,-0.413476,0.627261,0.431466,-0.100631,0.182968,-0.245717,0.106061,0.068676,0.167338,0.101948,-0.024387,0.003945,0.004052,0.049940,0.004010,0.025997,0.002575,0.011611,0.009294,0.008938,0.003889,0.021475,0.002127,0.015260,0.015437,0.010254,0.313493,0.024012,0.014229,0.569841,0.002264,0.093782,1.246510,0.900432,0.738298,0.220454,0.324569,0.083245,0.191569,0.184273,0.347551,0.085628,0.305000,0.100784,0.111742,0.001011,0.003001,0.028112,0.001948,0.008029,0.001485,0.002650,0.011230,0.003504,0.000502,0.019810,0.001819,0.007288,space
0.109006,0.001380,2.313892,0.219893,0.212568,1.203545,0.005739,0.214156,-30.381417,0.974697,1.079760,0.100483,-0.799058,-0.044060,0.180039,0.040539,0.018159,-0.019391,-0.037017,0.288452,0.005066,0.016455,0.002208,0.012616,0.008172,0.027419,0.028318,0.020115,0.003875,0.002148,0.002909,0.021770,0.007055,0.015407,0.061868,0.002243,1.103599,0.058060,0.013710,0.859367,0.006425,0.184639,2.300176,1.124811,0.323966,0.124801,0.317962,0.321052,0.272822,0.087411,0.193374,0.165189,0.085231,0.184152,0.145314,0.020105,0.001111,0.009176,0.007326,0.028411,0.045525,0.013758,0.004812,0.001095,0.000919,0.020150,0.009144,0.011560,space
