@RELATION svmTaps
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {enter,a,NOISE,space,q}

@DATA
0.078173,0.040143,2.847234,0.183826,0.233685,0.209261,0.017883,0.063254,-30.395367,0.903826,-0.917001,1.141928,-0.210828,-0.203892,0.198131,-0.126197,-0.063022,0.011550,-0.215223,0.200042,0.131691,0.002833,0.008791,0.009587,0.020974,0.043185,0.005218,0.010112,0.004695,0.017553,0.003452,0.004431,0.003338,0.022162,0.034885,0.102992,0.431429,0.065209,0.052430,0.250205,0.015814,0.034010,3.269358,1.193045,0.453817,0.485469,0.595040,0.335529,0.425966,0.312920,0.340318,0.405240,0.292800,0.185107,0.239923,0.003819,0.020059,0.014570,0.034385,0.056762,0.009660,0.010657,0.010447,0.029957,0.003098,0.005354,0.006329,0.011261,NOISE
0.236682,0.009252,3.282949,0.289666,0.212624,2.361096,0.000852,0.411391,-25.235803,-0.277676,0.214232,0.438858,-0.073311,-0.124110,0.166136,-0.371414,0.288961,0.070643,0.082639,0.223911,0.066824,0.003121,0.002552,0.004547,0.001972,0.007065,0.002709,0.007996,0.001282,0.002747,0.003380,0.008337,0.002863,0.003311,0.018185,0.010966,0.026720,0.013955,0.004363,0.111954,0.000240,0.029823,0.943458,0.164078,0.444024,0.195753,0.204976,0.131442,0.182884,0.173812,0.180782,0.249166,0.168898,0.183857,0.151655,0.002076,0.001071,0.002260,0.000831,0.004383,0.001151,0.003622,0.000524,0.001264,0.001817,0.006064,0.002128,0.001223,NOISE
0.159016,0.063601,3.101671,0.327059,0.304620,1.027861,0.001896,0.218800,-22.194276,1.950504,0.424218,0.308729,0.007198,0.012611,0.133585,0.157784,0.023489,0.033625,-0.084824,-0.091714,0.044610,0.013426,0.001390,0.068342,0.006871,0.031119,0.004834,0.127904,0.000936,0.003763,0.005551,0.018911,0.002872,0.040356,0.030599,0.017736,0.109170,0.013742,0.008177,0.317208,0.000918,0.141793,0.242507,0.208664,0.141304,0.150594,0.176025,0.171488,0.167457,0.129512,0.134920,0.140108,0.101220,0.130214,0.122898,0.009974,0.000767,0.042871,0.005566,0.018742,0.003023,0.062305,0.000856,0.004215,0.004324,0.011611,0.001761,0.014417,NOISE
0.109453,0.001825,2.912282,0.218040,0.250240,0.729536,0.002506,0.154425,-27.301122,1.584967,-0.651114,-0.027935,0.182399,0.060281,-0.040843,-0.213857,0.014534,-0.065151,0.057524,0.167178,0.041570,0.015499,0.004557,0.026643,0.012562,0.019671,0.012652,0.019247,0.008621,0.006900,0.006892,0.013619,0.005670,0.010333,0.036025,0.003254,0.790057,0.050784,0.026683,0.318155,0.001349,0.131564,1.722724,0.616291,0.377571,0.168747,0.189823,0.239753,0.226612,0.156414,0.169769,0.189641,0.205829,0.170010,0.146050,0.013946,0.003560,0.019445,0.013390,0.011092,0.008502,0.007891,0.009471,0.005153,0.004349,0.008917,0.003799,0.005058,NOISE
0.068432,0.055771,3.055019,0.185803,0.247584,0.277373,0.010869,0.067204,-24.601992,1.903471,-1.002660,0.502696,0.191002,-0.036763,-0.004127,0.060790,0.107807,0.139778,-0.136825,0.103008,0.248771,0.019726,0.018826,0.021321,0.009441,0.032501,0.015297,0.028720,0.005071,0.006851,0.008029,0.011878,0.010927,0.021002,0.034556,0.084622,0.163785,0.063957,0.037242,0.323891,0.007893,0.051190,1.533105,0.799378,0.952476,0.279472,0.648129,0.315209,0.570697,0.328646,0.273888,0.347907,0.234623,0.260235,0.118040,0.025201,0.035535,0.018249,0.014311,0.026306,0.021976,0.032081,0.011707,0.009711,0.009578,0.013083,0.017703,0.007379,NOISE
0.237883,0.023955,3.284678,0.291897,0.214352,2.339361,0.000861,0.404398,-23.610771,-0.246526,0.358080,0.621598,-0.177121,-0.170843,0.215066,-0.309263,0.202268,-0.008435,-0.022222,0.279368,0.035143,0.002051,0.003360,0.005201,0.002499,0.008331,0.002707,0.006900,0.001402,0.002042,0.004188,0.004796,0.003082,0.002830,0.021029,0.009577,0.041966,0.015702,0.003931,0.154811,0.000244,0.026256,0.660530,0.192149,0.319241,0.147652,0.137386,0.109406,0.154866,0.161832,0.116181,0.119311,0.146172,0.160802,0.174054,0.001279,0.002981,0.002195,0.001565,0.004081,0.001319,0.002916,0.001401,0.001152,0.002177,0.003210,0.001488,0.001002,NOISE
0.148980,0.060979,3.040927,0.327333,0.308167,0.875603,0.002411,0.176310,-22.355563,1.827560,0.451753,0.434359,0.038871,0.000470,0.012094,0.107927,0.052579,0.026317,-0.126093,-0.133677,0.001639,0.012658,0.001444,0.065081,0.006153,0.052671,0.005938,0.100201,0.000632,0.001397,0.006990,0.019505,0.002150,0.037682,0.026388,0.017585,0.106098,0.010087,0.001945,0.199346,0.001565,0.101985,0.162614,0.204437,0.171827,0.116557,0.084891,0.176152,0.117144,0.165811,0.104519,0.155531,0.150917,0.170809,0.113223,0.013292,0.000749,0.040751,0.003920,0.034702,0.006976,0.061351,0.000424,0.001139,0.005388,0.013635,0.001683,0.010385,NOISE
0.226353,0.068626,3.276658,0.324336,0.266800,1.805495,0.001019,0.496904,-21.063700,1.523515,-0.416393,-0.199602,0.153279,0.019261,-0.079489,-0.078385,-0.021436,-0.057224,0.132241,0.198856,0.224772,0.008580,0.003420,0.012082,0.006216,0.022587,0.020755,0.023850,0.002948,0.007762,0.009059,0.015452,0.004067,0.010309,0.021293,0.008803,0.021383,0.009413,0.002563,0.222956,0.000388,0.053043,0.127022,0.137250,0.146648,0.167029,0.114986,0.135311,0.145436,0.154044,0.148524,0.168642,0.121833,0.126299,0.153908,0.005387,0.001869,0.006015,0.002690,0.015923,0.018756,0.008131,0.001747,0.006051,0.003627,0.007544,0.002010,0.003799,NOISE
0.139853,0.076245,3.195473,0.312272,0.305375,0.811109,0.002278,0.147272,-21.706658,2.178261,0.272838,0.126080,-0.285409,-0.294457,-0.047927,-0.030807,0.082840,0.216315,0.173041,0.258830,0.195954,0.006193,0.002818,0.024899,0.007310,0.070661,0.010698,0.040304,0.001259,0.013339,0.014086,0.017948,0.003288,0.022775,0.029171,0.023325,0.062121,0.014880,0.003476,0.263753,0.001660,0.127501,0.184517,0.156779,0.126767,0.087217,0.114608,0.137701,0.115874,0.132575,0.151430,0.173959,0.105762,0.134880,0.113259,0.004984,0.002544,0.018402,0.004371,0.034403,0.010820,0.016597,0.000775,0.011756,0.011496,0.010439,0.002614,0.006203,NOISE
0.141000,0.020734,3.059957,0.306399,0.302984,0.824847,0.002538,0.154212,-23.874598,1.797788,0.454179,0.285278,0.035423,0.120236,0.070873,0.184865,0.132810,0.007354,-0.006287,0.000620,0.040840,0.011048,0.004490,0.054716,0.006008,0.054346,0.004303,0.082737,0.000699,0.004376,0.006542,0.021244,0.003942,0.032080,0.036778,0.016444,0.118615,0.037858,0.008587,0.278202,0.001219,0.115396,0.863805,0.338431,0.247766,0.329409,0.364616,0.216810,0.174622,0.207990,0.137821,0.221578,0.161644,0.143212,0.161138,0.011102,0.007307,0.040266,0.005233,0.029695,0.006394,0.049177,0.000378,0.006412,0.007564,0.010330,0.005854,0.009459,NOISE
0.132059,0.055021,3.076863,0.312743,0.308409,0.707347,0.001937,0.087061,-22.565751,2.088021,0.386460,0.333401,-0.065883,-0.037813,0.170251,0.295734,0.143688,0.063181,-0.085211,-0.104448,-0.032586,0.013076,0.011388,0.059299,0.003724,0.031349,0.006360,0.115573,0.000713,0.001613,0.006715,0.034467,0.002277,0.038827,0.033519,0.013702,0.138515,0.020510,0.002761,0.129971,0.000765,0.053858,0.537649,0.245991,0.286833,0.151996,0.205767,0.142111,0.218805,0.154353,0.146766,0.144429,0.147491,0.165948,0.131155,0.008095,0.018258,0.038531,0.003019,0.019407,0.008219,0.065953,0.000419,0.001044,0.002894,0.029677,0.001805,0.012605,NOISE
0.246290,0.029393,3.282276,0.298744,0.217615,2.333280,0.000865,0.424629,-23.273745,-0.048352,0.250926,0.471326,-0.087606,-0.069172,0.100503,-0.361639,0.162920,-0.054546,0.000424,0.267558,0.085164,0.002374,0.002711,0.006050,0.003365,0.013348,0.003661,0.006330,0.001752,0.002413,0.003191,0.009320,0.002021,0.004314,0.032603,0.011787,0.039429,0.021520,0.003962,0.260173,0.000264,0.047668,0.966257,0.212613,0.490803,0.207950,0.161356,0.137058,0.112560,0.206010,0.238836,0.173897,0.113829,0.142188,0.122333,0.001237,0.001895,0.002417,0.001658,0.009749,0.002262,0.003176,0.001361,0.001432,0.001476,0.006949,0.000695,0.002547,NOISE
0.174389,0.049957,3.277191,0.298944,0.265098,1.414776,0.001127,0.367247,-21.686842,1.485227,-0.515114,-0.208399,0.247156,-0.016682,0.102199,-0.196457,-0.228025,0.068351,0.280010,0.166734,0.087259,0.009089,0.002651,0.017045,0.005493,0.023691,0.029696,0.021402,0.009331,0.007072,0.005339,0.008966,0.004693,0.012103,0.030773,0.024749,0.025507,0.009906,0.002680,0.225563,0.000439,0.096159,0.140302,0.152428,0.181616,0.199213,0.190391,0.150658,0.184792,0.173760,0.195121,0.156592,0.167739,0.163075,0.213730,0.006939,0.002163,0.010319,0.004627,0.017386,0.017204,0.008292,0.014913,0.004641,0.002907,0.003714,0.002433,0.003243,NOISE
0.232892,0.000926,3.129046,0.325419,0.256490,2.096719,0.000944,0.497758,-27.446681,1.274081,-0.507048,-0.335870,0.367980,-0.017734,0.100762,-0.159087,-0.128869,-0.054131,0.208515,0.202423,0.104396,0.005150,0.003288,0.010730,0.003874,0.019557,0.022643,0.011913,0.002419,0.006006,0.006311,0.011298,0.003595,0.008165,0.020444,0.000784,0.570356,0.013055,0.013623,0.227573,0.000442,0.054580,0.307705,0.269531,0.219140,0.185184,0.171692,0.135560,0.154206,0.145480,0.110731,0.123148,0.121471,0.149082,0.112555,0.002709,0.002443,0.006415,0.002163,0.012839,0.012636,0.005580,0.001697,0.003885,0.003041,0.007569,0.002529,0.003121,NOISE
0.248319,0.036239,3.296964,0.297656,0.215583,2.399902,0.000839,0.415234,-23.068400,-0.194078,0.529918,0.627340,-0.118807,-0.202512,0.042885,-0.398929,0.215800,-0.014561,-0.019495,0.243086,0.102755,0.002281,0.002233,0.005801,0.002432,0.012409,0.002504,0.007932,0.001262,0.002683,0.003314,0.005724,0.002498,0.003885,0.017424,0.003917,0.011815,0.010572,0.003450,0.107517,0.000237,0.026901,0.205592,0.154688,0.131045,0.145098,0.211930,0.161679,0.108949,0.153352,0.160436,0.107082,0.168721,0.124759,0.152175,0.000827,0.000984,0.001944,0.001668,0.010749,0.001091,0.003626,0.000693,0.001461,0.001124,0.003433,0.001433,0.002551,NOISE
0.166889,0.053675,3.104493,0.340428,0.309251,1.004560,0.002252,0.242927,-22.416316,1.796051,0.401913,0.356874,0.115217,-0.010059,0.070731,0.128093,0.084100,0.084183,-0.061710,-0.085322,0.010034,0.011315,0.001517,0.068986,0.003161,0.056250,0.004315,0.080896,0.000860,0.002252,0.007427,0.016417,0.002033,0.036825,0.034260,0.012404,0.090412,0.009296,0.001998,0.279788,0.000900,0.151673,0.143878,0.133154,0.169642,0.126807,0.104494,0.143554,0.154526,0.188644,0.150040,0.104754,0.093753,0.089959,0.120188,0.006207,0.001055,0.061167,0.002627,0.036832,0.003834,0.061906,0.000384,0.002511,0.004248,0.012592,0.001506,0.013501,NOISE
0.097977,0.027249,3.160903,0.235193,0.267048,0.710865,0.004617,0.112790,-24.182900,2.018469,0.230430,0.091736,-0.337280,-0.259100,-0.039812,-0.018978,0.130488,0.311866,0.108990,0.262269,0.054859,0.008378,0.002627,0.024866,0.018488,0.041805,0.012753,0.032159,0.001545,0.008712,0.027088,0.016918,0.015752,0.018315,0.042813,0.044218,0.173022,0.055104,0.027731,0.416464,0.005219,0.079469,1.416079,0.534581,0.509937,0.274830,0.274592,0.177810,0.258973,0.198156,0.192955,0.214305,0.246624,0.171245,0.207724,0.008576,0.001838,0.023471,0.019962,0.017924,0.019773,0.023493,0.000884,0.007706,0.021246,0.009086,0.015933,0.006928,NOISE
0.239538,0.026531,3.284522,0.291565,0.216587,2.324348,0.000928,0.404665,-23.279246,-0.075385,0.144291,0.314569,-0.198790,-0.060768,0.170539,-0.211478,0.097229,-0.075119,0.129018,0.182962,0.051796,0.002481,0.002269,0.005465,0.002866,0.009133,0.005544,0.007690,0.002626,0.006839,0.002968,0.004323,0.002857,0.003690,0.029962,0.016161,0.047393,0.021255,0.002564,0.331374,0.000452,0.050150,0.901956,0.192577,0.469659,0.346311,0.104158,0.181392,0.169563,0.128532,0.178000,0.098655,0.175063,0.109351,0.207187,0.001088,0.000674,0.003745,0.001122,0.005051,0.006918,0.003347,0.001845,0.010550,0.000995,0.002704,0.001422,0.002490,NOISE
0.056955,0.045787,3.093289,0.172219,0.247710,0.190029,0.006355,0.054019,-22.629240,2.221562,-0.411790,0.329961,-0.788094,0.123686,0.149348,-0.098154,0.015368,0.014546,-0.306636,-0.072251,0.030078,0.031669,0.005014,0.027723,0.031930,0.028116,0.013145,0.021701,0.002727,0.003357,0.017904,0.018058,0.009592,0.020675,0.016239,0.033489,0.228538,0.028794,0.021682,0.067962,0.002775,0.017119,0.925599,0.330928,0.788039,0.222376,0.376863,0.222520,0.268435,0.234030,0.207317,0.239805,0.318976,0.315187,0.198311,0.026587,0.006045,0.020128,0.034812,0.022274,0.021285,0.015692,0.002402,0.002285,0.022086,0.013567,0.019099,0.007295,NOISE
0.085406,0.033423,3.172662,0.221379,0.265860,0.492171,0.003836,0.099498,-23.913607,1.927843,-0.038317,0.709688,-0.229720,0.234695,0.161366,-0.147713,-0.140191,-0.052236,-0.309923,-0.068863,0.062358,0.007001,0.002081,0.049520,0.043818,0.062790,0.007777,0.039375,0.002926,0.002688,0.005973,0.015863,0.002609,0.031820,0.054630,0.038527,0.067445,0.064547,0.030817,0.385723,0.002707,0.085479,1.812244,0.450828,0.414066,0.254932,0.413734,0.259618,0.263526,0.129463,0.280981,0.186190,0.264839,0.220927,0.234402,0.006179,0.002483,0.042224,0.040686,0.043465,0.007639,0.049475,0.003138,0.002119,0.004861,0.011971,0.002738,0.010149,NOISE
0.246290,0.003905,3.301394,0.295989,0.216006,2.400815,0.000792,0.412939,-25.983627,-0.125628,0.461225,0.484801,-0.095129,-0.195350,0.056985,-0.367629,0.169081,-0.007408,0.068836,0.250385,0.099903,0.002676,0.002582,0.005743,0.003319,0.010811,0.002882,0.005740,0.001447,0.002570,0.003894,0.004563,0.002847,0.003105,0.012688,0.000950,0.008591,0.008044,0.004104,0.077008,0.000213,0.014390,0.271084,0.301977,0.164104,0.081929,0.146796,0.179359,0.169027,0.144137,0.156196,0.141080,0.103300,0.164496,0.143012,0.001684,0.001308,0.002966,0.001960,0.006203,0.001540,0.002907,0.000760,0.001181,0.001622,0.002300,0.001859,0.001463,NOISE
0.171480,0.069525,3.257799,0.293147,0.261066,1.485180,0.001480,0.342319,-21.236227,1.405308,-0.400606,-0.363230,0.325786,-0.096743,0.363709,-0.059160,-0.158059,-0.043233,0.387292,0.153873,0.227123,0.003711,0.002343,0.010361,0.004593,0.019424,0.037764,0.020816,0.002512,0.004738,0.006756,0.016635,0.006562,0.011840,0.027711,0.016060,0.026117,0.007075,0.002001,0.230545,0.000609,0.072120,0.166452,0.112936,0.147672,0.167928,0.176176,0.168645,0.156388,0.113996,0.155024,0.158618,0.144582,0.121739,0.122757,0.001936,0.001680,0.004990,0.002818,0.009464,0.023024,0.008927,0.001480,0.003989,0.004553,0.008154,0.004731,0.005267,NOISE
0.152904,0.040738,3.058988,0.327069,0.308186,0.874281,0.001909,0.166222,-22.932431,1.865869,0.433756,0.384527,0.145559,-0.045445,0.049161,0.181056,0.063267,0.013570,-0.040556,-0.028701,0.005615,0.009102,0.001387,0.062826,0.005170,0.041519,0.003343,0.146131,0.000761,0.002178,0.005742,0.016912,0.002103,0.043873,0.023170,0.008357,0.106204,0.013655,0.003720,0.129916,0.000777,0.078702,0.344969,0.145339,0.239004,0.194789,0.130109,0.156089,0.179539,0.148097,0.147705,0.146449,0.185964,0.128478,0.142675,0.006365,0.000849,0.037210,0.002975,0.020585,0.002272,0.061741,0.000491,0.001661,0.004760,0.010401,0.001118,0.014895,NOISE
0.104329,0.018670,3.141660,0.209490,0.231458,0.791078,0.003929,0.141187,-24.600900,1.309545,-1.081877,-0.135408,0.107517,-0.026756,0.032846,-0.059461,-0.178239,0.299121,0.133058,-0.064981,0.296099,0.004615,0.003289,0.011136,0.008933,0.017615,0.007915,0.015903,0.017306,0.008525,0.023138,0.012129,0.006327,0.013120,0.047270,0.019438,0.170584,0.057374,0.033084,0.557751,0.002582,0.097107,1.913381,0.617819,0.529684,0.551344,0.374430,0.263997,0.293405,0.261169,0.188683,0.406190,0.437968,0.182416,0.191793,0.003986,0.003346,0.009352,0.012947,0.020314,0.007268,0.013567,0.027370,0.006522,0.020452,0.010346,0.008888,0.006522,NOISE
0.136330,0.035069,3.247064,0.238966,0.246900,1.260175,0.001828,0.236949,-22.073741,1.339403,-0.442139,-0.213936,0.109379,0.075367,0.173667,-0.060977,0.190554,-0.002245,-0.031013,-0.058513,0.001737,0.012991,0.010385,0.031457,0.007529,0.019500,0.006202,0.018715,0.005412,0.004892,0.012281,0.011836,0.005565,0.011242,0.030577,0.022320,0.044052,0.014593,0.017755,0.366802,0.000912,0.073218,0.494259,0.413716,0.279068,0.199113,0.161337,0.149660,0.133653,0.132318,0.125541,0.156613,0.140720,0.139118,0.180466,0.008523,0.010890,0.026439,0.006262,0.013137,0.003571,0.010534,0.004595,0.002916,0.010690,0.006166,0.002770,0.006092,NOISE
0.151089,0.004218,3.113070,0.283859,0.269502,1.112984,0.002459,0.217359,-29.579225,1.441358,0.090399,0.111952,-0.223196,-0.062516,0.013094,-0.123807,0.019434,0.099811,0.097638,0.313312,0.230761,0.003648,0.001625,0.016926,0.007180,0.059958,0.014584,0.029935,0.001903,0.006655,0.008713,0.009667,0.001984,0.020194,0.039751,0.012808,0.236069,0.042261,0.040419,0.515676,0.002063,0.136899,2.677719,0.693268,0.272910,0.291269,0.323353,0.348069,0.147795,0.161101,0.192188,0.280995,0.244960,0.226275,0.217792,0.003211,0.001089,0.013698,0.005632,0.041629,0.019178,0.029853,0.001432,0.006234,0.006119,0.008175,0.001614,0.010249,NOISE
0.111322,0.014710,3.188281,0.217208,0.227956,1.031728,0.002378,0.185331,-24.191634,0.831796,-0.859705,-0.299271,-0.034835,0.096898,0.350525,-0.021504,-0.147476,-0.163433,0.177790,0.207955,0.240284,0.003885,0.003629,0.007219,0.002920,0.017777,0.034320,0.012309,0.002909,0.003564,0.005010,0.006048,0.005836,0.010811,0.024710,0.017219,0.072705,0.017420,0.030560,0.357818,0.001236,0.069728,1.347714,0.843640,0.232871,0.203415,0.135491,0.233118,0.192875,0.189034,0.117833,0.194784,0.153913,0.215161,0.125930,0.002154,0.002925,0.005077,0.001760,0.013462,0.030775,0.006840,0.001764,0.003213,0.005011,0.003836,0.003737,0.007552,NOISE
0.213916,0.019293,3.253413,0.271242,0.215485,2.122423,0.001122,0.366339,-23.707125,-0.272202,-0.146426,0.095860,-0.246323,0.077681,0.252485,-0.183907,0.149283,-0.001574,0.151944,0.173439,0.096990,0.003770,0.004183,0.006056,0.002432,0.006887,0.006739,0.006799,0.003171,0.003465,0.005058,0.003326,0.003250,0.002886,0.039945,0.019990,0.046630,0.033434,0.014266,0.326886,0.000454,0.088636,1.125229,0.287530,0.523379,0.281844,0.189530,0.210956,0.202837,0.155937,0.195874,0.143182,0.234992,0.105101,0.120802,0.001297,0.002890,0.005042,0.001477,0.003694,0.004613,0.003408,0.001313,0.003045,0.001888,0.001675,0.001245,0.001388,NOISE
0.200891,0.031241,3.263969,0.306692,0.266245,1.553415,0.001247,0.410377,-22.278090,1.412551,-0.417297,-0.081571,0.116838,-0.127286,-0.200637,0.213273,0.099588,-0.113706,0.056379,0.202300,0.156831,0.005557,0.015296,0.021314,0.011016,0.027613,0.006110,0.030384,0.002833,0.006912,0.006736,0.011561,0.004840,0.014321,0.034756,0.012732,0.020310,0.021379,0.005521,0.348963,0.000495,0.102748,0.472466,0.220859,0.228334,0.164244,0.165626,0.154365,0.175704,0.224377,0.130013,0.175852,0.093701,0.126827,0.112761,0.002871,0.026209,0.013005,0.012520,0.022382,0.003634,0.017699,0.001562,0.008052,0.005374,0.006010,0.003517,0.005978,NOISE
0.142041,0.007894,3.155725,0.246685,0.252045,1.327010,0.001977,0.230330,-23.978551,1.074194,-0.260279,-0.424068,0.038327,-0.028860,0.097996,0.046515,0.010310,-0.070835,-0.017584,0.122650,-0.001474,0.009937,0.006540,0.022420,0.005997,0.036955,0.007158,0.024033,0.003848,0.005224,0.006940,0.008014,0.005439,0.013065,0.027026,0.004167,0.412421,0.017272,0.014554,0.289215,0.001260,0.081020,0.449991,0.507823,0.153910,0.271271,0.227616,0.171042,0.178175,0.159112,0.155698,0.158533,0.120169,0.214411,0.118241,0.006597,0.002987,0.016376,0.005470,0.024117,0.005367,0.023499,0.002081,0.003010,0.004128,0.004890,0.003388,0.007027,NOISE
0.141027,0.014217,3.117574,0.278681,0.287594,0.818575,0.002431,0.170119,-25.843083,1.461371,-0.188454,0.798778,-0.068503,0.031400,0.251860,-0.004620,0.004467,0.147164,0.006381,0.058205,0.076315,0.004883,0.003140,0.023154,0.012422,0.067133,0.005089,0.079396,0.002747,0.003250,0.007709,0.011627,0.003130,0.029317,0.042872,0.029781,0.248097,0.067884,0.033351,0.352471,0.002523,0.094907,1.691856,0.569659,0.203784,0.156604,0.543977,0.153062,0.138083,0.247827,0.158320,0.120597,0.212075,0.233856,0.153711,0.004387,0.003474,0.019765,0.019729,0.022608,0.002533,0.039935,0.002027,0.002204,0.004538,0.010001,0.004562,0.005290,NOISE
0.100326,0.025538,3.031778,0.200588,0.229074,0.647118,0.006580,0.123999,-24.524884,2.240798,0.229211,0.038304,-0.314377,-0.338063,0.027094,0.002737,0.035534,-0.033772,-0.087389,0.128602,0.094345,0.013034,0.003021,0.016523,0.007265,0.037825,0.013595,0.030012,0.001273,0.014206,0.023049,0.017263,0.006400,0.020535,0.089046,0.029200,0.295054,0.081671,0.038714,0.688781,0.002944,0.158963,2.206631,0.519988,0.669874,0.390706,0.461624,0.462372,0.331382,0.401867,0.175334,0.252706,0.263928,0.256896,0.138991,0.014731,0.003119,0.015078,0.005016,0.040196,0.019385,0.035745,0.002007,0.018034,0.026154,0.020678,0.009164,0.010236,NOISE
0.128723,0.023125,3.136076,0.273014,0.290460,0.716501,0.002313,0.134408,-23.895223,1.604301,-0.115877,0.688490,-0.035938,0.004298,0.104679,-0.062550,-0.047695,0.138284,-0.083727,0.044846,0.027416,0.008106,0.003424,0.028866,0.014109,0.060211,0.006335,0.073703,0.002225,0.002470,0.009366,0.014928,0.003679,0.029274,0.044792,0.033280,0.117024,0.049863,0.020818,0.323800,0.001627,0.102603,1.207114,0.400411,0.352947,0.144025,0.404155,0.161357,0.289061,0.150005,0.199394,0.213974,0.223419,0.153993,0.253662,0.007140,0.002040,0.027190,0.017276,0.035087,0.005593,0.051863,0.001748,0.001860,0.008421,0.012359,0.004256,0.009710,NOISE
0.176924,0.033235,3.184248,0.290492,0.267853,1.252833,0.001580,0.318512,-22.248620,1.613482,-0.456700,0.163175,0.254074,-0.096816,-0.184217,0.134376,-0.105456,-0.212581,0.036131,0.194251,0.014715,0.009421,0.006370,0.024035,0.022036,0.032161,0.008215,0.022295,0.002095,0.006002,0.008756,0.011430,0.004261,0.013015,0.030746,0.016855,0.124886,0.021980,0.005785,0.323244,0.000670,0.121793,0.504253,0.301403,0.261807,0.245026,0.167932,0.245665,0.210248,0.157320,0.136003,0.180093,0.181512,0.163255,0.226738,0.006863,0.004157,0.015437,0.016623,0.018833,0.007819,0.009643,0.001048,0.004904,0.005173,0.006951,0.004342,0.003157,NOISE
0.103742,0.054949,3.233046,0.229222,0.241030,0.812393,0.003197,0.181542,-22.775095,1.237104,-0.845366,-0.021338,0.302937,0.207444,-0.013758,-0.657022,0.426366,0.355988,-0.158421,-0.050812,0.002925,0.002235,0.001390,0.004687,0.001308,0.015311,0.003572,0.006598,0.000913,0.001732,0.121055,0.011628,0.002042,0.034235,0.026836,0.021281,0.076880,0.011829,0.009131,0.231552,0.002552,0.089232,0.263832,0.199882,0.193742,0.237749,0.234958,0.121313,0.211944,0.163789,0.187151,0.165880,0.138341,0.142215,0.128900,0.001326,0.000876,0.003243,0.001079,0.018070,0.002021,0.003962,0.000695,0.002028,0.065158,0.018157,0.001144,0.016413,NOISE
